zona,dia_semana,hora,velocidad_promedio,flujo_vehicular,nivel_congestion,factor_congestion,velocidad_ajustada,categoria_hora,es_fin_semana
Comercial,5,16,42.4,134,72.5,0.725,33.178,Normal,1
Comercial,5,17,26.7,525,28.1,0.281,24.449189999999998,Pico,1
Comercial,5,18,27.6,365,80.1,0.8009999999999999,20.967720000000003,Pico,1
Comercial,5,19,30.9,625,12.5,0.125,29.74125,Pico,1
Comercial,5,20,57.7,265,67.7,0.677,45.98113,Bajo,1
Comercial,5,21,55.7,750,38.7,0.387,49.233230000000006,Bajo,1
Comercial,5,22,50.7,113,82.7,0.8270000000000001,38.12133,Bajo,1
Comercial,5,23,55.2,642,23.4,0.23399999999999999,51.32496,Bajo,1
Comercial,6,0,53.5,121,96.1,0.961,38.07595,Bajo,1
Comercial,6,1,56.7,753,26.5,0.265,52.192350000000005,Bajo,1
Comercial,6,2,56.1,574,31.8,0.318,50.74806,Bajo,1
Comercial,6,3,58.5,763,88.5,0.885,42.96825,Bajo,1
Comercial,6,4,57.4,294,28.2,0.282,52.54396,Bajo,1
Comercial,6,5,59.6,107,71.6,0.716,46.797920000000005,Bajo,1
Comercial,6,6,57.1,535,99.0,0.99,40.14130000000001,Bajo,1
Comercial,6,7,29.7,337,7.9,0.079,28.996109999999998,Pico,1
Comercial,6,8,31.6,282,34.3,0.34299999999999997,28.348360000000003,Pico,1
Comercial,6,9,37.5,754,18.6,0.18600000000000003,35.4075,Pico,1
Comercial,6,10,43.7,750,6.2,0.062,42.88718000000001,Normal,1
Comercial,6,11,40.9,213,59.5,0.595,33.59935,Normal,1
Comercial,6,12,41.5,777,44.7,0.447,35.93485,Normal,1
Comercial,6,13,45.0,272,47.1,0.47100000000000003,38.6415,Normal,1
Comercial,6,14,46.6,625,75.4,0.754,36.05908,Normal,1
Comercial,6,15,45.8,733,81.7,0.8170000000000001,34.574419999999996,Normal,1
Comercial,6,16,47.6,138,0.7,0.006999999999999999,47.50004,Normal,1
Comercial,6,17,28.2,564,41.1,0.41100000000000003,24.72294,Pico,1
Comercial,6,18,31.0,719,89.6,0.8959999999999999,22.6672,Pico,1
Comercial,6,19,38.6,319,69.1,0.691,30.59822,Pico,1
Comercial,6,20,52.7,233,18.5,0.185,49.775150000000004,Bajo,1
Comercial,6,21,53.4,400,83.1,0.831,40.08738,Bajo,1
Comercial,6,22,51.2,614,53.1,0.531,43.04384,Bajo,1
Comercial,6,23,52.9,444,30.0,0.3,48.139,Bajo,1
